Price,Close,High,Low,Open,Volume
Ticker,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS
Date,,,,,
2026-02-13,1332.300048828125,1346.5,1316.0999755859375,1341.300048828125,4624549
2026-02-16,1358.300048828125,1361.9000244140625,1324.0,1324.0,5082167
2026-02-17,1357.199951171875,1360.9000244140625,1350.4000244140625,1358.300048828125,4513065
2026-02-18,1377.0,1378.5,1353.800048828125,1363.0,5556076
2026-02-19,1356.5999755859375,1382.800048828125,1351.0,1381.0999755859375,2744704
2026-02-20,1368.300048828125,1376.5,1351.0,1351.0,3791536
2026-02-23,1386.699951171875,1402.0,1380.199951171875,1380.5,6160153
2026-02-24,1387.5999755859375,1398.0,1383.5,1398.0,7888492
2026-02-25,1403.0,1404.300048828125,1387.5999755859375,1394.0,4379373
2026-02-26,1395.5,1405.699951171875,1386.0,1403.0,8979547
2026-02-27,1383.9000244140625,1395.5,1381.0,1387.0,5840317
2026-03-02,1372.300048828125,1384.699951171875,1353.5999755859375,1369.0999755859375,5132511
2026-03-04,1351.300048828125,1357.5999755859375,1327.0,1344.5,5832353
2026-03-05,1349.0999755859375,1355.800048828125,1335.300048828125,1354.9000244140625,6057499
2026-03-06,1315.800048828125,1347.9000244140625,1313.5,1347.0,11629935
2026-03-09,1288.300048828125,1291.0,1260.800048828125,1282.199951171875,7926265
2026-03-10,1314.699951171875,1319.5,1284.5999755859375,1295.199951171875,6289277
2026-03-11,1255.800048828125,1317.5,1252.699951171875,1310.0,6859908
2026-03-12,1234.5,1251.0999755859375,1231.800048828125,1243.199951171875,9663320
2026-03-13,1197.300048828125,1234.5,1194.300048828125,1224.0,9097157
