Price,Close,High,Low,Open,Volume
Ticker,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS
Date,,,,,
2026-02-13,1024.75,1032.0,992.7999877929688,995.0,21613987
2026-02-16,1012.75,1029.300048828125,1003.2999877929688,1023.0499877929688,4460636
2026-02-17,1014.1500244140625,1016.3499755859375,1004.0,1012.75,2913899
2026-02-18,1023.7999877929688,1025.699951171875,1007.0499877929688,1014.5499877929688,4929647
2026-02-19,1017.0499877929688,1024.5,1007.0,1024.0,9866245
2026-02-20,1030.199951171875,1036.5999755859375,1008.75,1015.9000244140625,6922705
2026-02-23,1031.0,1046.0,1029.050048828125,1032.449951171875,9452225
2026-02-24,1023.5499877929688,1028.75,1010.2999877929688,1026.300048828125,6610984
2026-02-25,1021.0499877929688,1034.0,1013.4000244140625,1028.0,3182612
2026-02-26,1012.9500122070312,1031.199951171875,1006.0499877929688,1020.75,4336261
2026-02-27,995.9000244140625,1014.9000244140625,993.0999755859375,1008.9500122070312,8145772
2026-03-02,978.25,990.4000244140625,968.0,971.0,8493269
2026-03-04,945.0999755859375,967.0,941.2999877929688,967.0,8964293
2026-03-05,962.4000244140625,968.25,945.9000244140625,958.0,6181254
2026-03-06,950.2000122070312,961.5,946.5999755859375,960.0,6560051
2026-03-09,938.0499877929688,941.0999755859375,909.0499877929688,921.7999877929688,9182152
2026-03-10,939.7999877929688,952.1500244140625,931.8499755859375,950.0,8474956
2026-03-11,893.6500244140625,941.25,890.0,932.2000122070312,11172537
2026-03-12,863.0999755859375,888.2000122070312,858.3499755859375,880.0999755859375,15508258
2026-03-13,855.0499877929688,868.3499755859375,848.7999877929688,861.0,6667230
