Price,Close,High,Low,Open,Volume
Ticker,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS
Date,,,,,
2026-02-13,2136.60009765625,2210.0,2124.199951171875,2210.0,1489548
2026-02-16,2184.60009765625,2190.89990234375,2103.199951171875,2124.199951171875,1824808
2026-02-17,2242.89990234375,2252.0,2170.0,2170.0,1931699
2026-02-18,2211.199951171875,2254.0,2188.10009765625,2254.0,1149398
2026-02-19,2156.699951171875,2218.89990234375,2151.0,2218.89990234375,1101633
2026-02-20,2160.800048828125,2174.39990234375,2152.10009765625,2160.0,738454
2026-02-23,2191.0,2203.0,2155.300048828125,2180.0,1103960
2026-02-24,2183.0,2204.699951171875,2162.199951171875,2168.60009765625,1152423
2026-02-25,2231.699951171875,2237.300048828125,2180.10009765625,2193.199951171875,1474187
2026-02-26,2216.39990234375,2232.39990234375,2200.10009765625,2230.0,915342
2026-02-27,2161.800048828125,2216.39990234375,2153.0,2210.0,1433096
2026-03-02,2124.60009765625,2147.89990234375,2073.699951171875,2093.0,2134522
2026-03-04,2076.5,2104.60009765625,2037.5,2104.60009765625,1585848
2026-03-05,2089.199951171875,2100.0,2040.0,2094.0,1231524
2026-03-06,2039.9000244140625,2090.0,2030.199951171875,2079.10009765625,1696027
2026-03-09,1999.199951171875,2006.0,1940.4000244140625,1985.0,1305447
2026-03-10,1996.5,2030.0,1982.199951171875,2030.0,1680405
2026-03-11,1974.699951171875,2027.4000244140625,1970.0,2006.5999755859375,1088294
2026-03-12,2002.0,2026.0,1947.0999755859375,1960.0,1473773
2026-03-13,1961.0999755859375,2008.5999755859375,1945.0,1999.9000244140625,1195216
