Price,Close,High,Low,Open,Volume
Ticker,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS
Date,,,,,
2026-02-13,363.0,368.0,362.3999938964844,367.54998779296875,7111972
2026-02-16,369.1000061035156,369.6499938964844,362.5,362.6000061035156,6292850
2026-02-17,368.3999938964844,369.5,366.04998779296875,368.75,4442793
2026-02-18,368.3999938964844,370.70001220703125,367.3999938964844,368.45001220703125,4871319
2026-02-19,363.20001220703125,370.8999938964844,362.20001220703125,367.0,5375352
2026-02-20,372.95001220703125,373.6499938964844,362.70001220703125,362.79998779296875,16736731
2026-02-23,375.45001220703125,376.5,372.1499938964844,374.0,16135451
2026-02-24,382.75,385.0,373.54998779296875,374.95001220703125,20774629
2026-02-25,384.8999938964844,388.54998779296875,382.70001220703125,382.75,12750016
2026-02-26,381.8999938964844,385.8500061035156,378.3999938964844,385.0,10721570
2026-02-27,381.8999938964844,385.20001220703125,380.1499938964844,381.0,11548959
2026-03-02,377.54998779296875,378.95001220703125,365.0,365.0,14732253
2026-03-04,365.79998779296875,373.8500061035156,364.1000061035156,370.75,11433169
2026-03-05,378.04998779296875,379.8999938964844,366.6000061035156,366.95001220703125,16158714
2026-03-06,380.6000061035156,385.54998779296875,374.6499938964844,377.0,14940896
2026-03-09,376.25,379.0,371.3999938964844,373.0,11286578
2026-03-10,377.29998779296875,385.45001220703125,374.8500061035156,385.0,10875834
2026-03-11,379.8999938964844,383.8999938964844,376.45001220703125,377.5,9963701
2026-03-12,390.54998779296875,392.3999938964844,375.6499938964844,379.0,23847146
2026-03-13,384.45001220703125,394.5,383.20001220703125,391.8500061035156,27104384
