Price,Close,High,Low,Open,Volume
Ticker,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS
Date,,,,,
2026-02-13,2004.699951171875,2024.199951171875,1992.0,2013.9000244140625,4808543
2026-02-16,2029.4000244140625,2032.199951171875,1995.0,2010.0,3455964
2026-02-17,2020.300048828125,2038.5,2014.199951171875,2028.0,4471158
2026-02-18,2021.800048828125,2028.5999755859375,2015.0,2020.0999755859375,2182669
2026-02-19,1988.5999755859375,2032.0,1974.800048828125,2032.0,4712417
2026-02-20,1977.4000244140625,1993.699951171875,1971.0,1981.0999755859375,5180301
2026-02-23,1997.300048828125,2000.5,1983.9000244140625,1994.0,3728878
2026-02-24,1941.0,1997.300048828125,1921.800048828125,1997.300048828125,10006761
2026-02-25,1913.4000244140625,1961.800048828125,1904.0,1955.0,8285195
2026-02-26,1929.5999755859375,1935.0,1904.5,1914.0,10795028
2026-02-27,1879.300048828125,1915.0,1870.0999755859375,1910.0,13754648
2026-03-02,1873.199951171875,1895.9000244140625,1847.9000244140625,1850.0999755859375,11785758
2026-03-04,1905.9000244140625,1920.0,1815.300048828125,1861.0999755859375,20565585
2026-03-05,1907.0,1929.0999755859375,1897.199951171875,1919.0,11398717
2026-03-06,1870.800048828125,1902.0999755859375,1867.0999755859375,1900.0,10896859
2026-03-09,1866.699951171875,1872.4000244140625,1818.0999755859375,1831.0,8073518
2026-03-10,1850.4000244140625,1881.0,1846.5,1880.800048828125,11741600
2026-03-11,1807.0,1847.699951171875,1799.5,1841.0,9548404
2026-03-12,1801.300048828125,1817.800048828125,1791.0,1797.9000244140625,12922735
2026-03-13,1803.4000244140625,1816.0,1776.5999755859375,1781.0999755859375,8970514
