Price,Close,High,Low,Open,Volume
Ticker,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS
Date,,,,,
2026-02-13,1268.0999755859375,1279.300048828125,1263.5999755859375,1274.0,838946
2026-02-16,1269.4000244140625,1275.199951171875,1257.0999755859375,1257.0999755859375,469592
2026-02-17,1284.800048828125,1286.800048828125,1258.199951171875,1266.0,687326
2026-02-18,1280.300048828125,1291.5,1276.5999755859375,1289.0,689997
2026-02-19,1282.300048828125,1295.699951171875,1276.5,1290.0,1333838
2026-02-20,1280.4000244140625,1292.4000244140625,1275.0,1281.9000244140625,1753200
2026-02-23,1307.4000244140625,1313.5,1282.0999755859375,1290.0,1849756
2026-02-24,1300.199951171875,1315.0,1297.0999755859375,1307.5,1803242
2026-02-25,1306.5,1324.0,1266.9000244140625,1281.0,2296240
2026-02-26,1319.300048828125,1327.0,1305.0,1311.199951171875,1511598
2026-02-27,1286.300048828125,1317.199951171875,1278.199951171875,1313.800048828125,3510396
2026-03-02,1294.4000244140625,1300.0,1221.199951171875,1252.5999755859375,1052234
2026-03-04,1291.199951171875,1299.199951171875,1272.0999755859375,1274.4000244140625,1890939
2026-03-05,1313.5,1322.0999755859375,1292.5,1292.5,1060509
2026-03-06,1303.800048828125,1316.4000244140625,1290.800048828125,1313.5,963701
2026-03-09,1287.0,1294.9000244140625,1273.5999755859375,1285.5,1597730
2026-03-10,1314.5999755859375,1329.5999755859375,1288.0,1288.0,2329349
2026-03-11,1325.5,1336.0,1311.0999755859375,1311.0999755859375,2454389
2026-03-12,1319.0,1337.300048828125,1303.5999755859375,1321.0,1969692
2026-03-13,1292.300048828125,1319.9000244140625,1280.9000244140625,1310.0,1574444
